Time,NodeID,Genome,VectorPopulation
0,1,X-Ad:X-Ad,0
0,1,X-Ad:X-Aw,0
0,1,X-Aw:X-Aw,8986
1,1,X-Ad:X-Ad,0
1,1,X-Ad:X-Aw,0
1,1,X-Aw:X-Aw,8039
2,1,X-Ad:X-Ad,0
2,1,X-Ad:X-Aw,0
2,1,X-Aw:X-Aw,7167
3,1,X-Ad:X-Ad,0
3,1,X-Ad:X-Aw,0
3,1,X-Aw:X-Aw,6350
4,1,X-Ad:X-Ad,0
4,1,X-Ad:X-Aw,0
4,1,X-Aw:X-Aw,5655
5,1,X-Ad:X-Ad,0
5,1,X-Ad:X-Aw,0
5,1,X-Aw:X-Aw,5008
6,1,X-Ad:X-Ad,0
6,1,X-Ad:X-Aw,0
6,1,X-Aw:X-Aw,4420
7,1,X-Ad:X-Ad,0
7,1,X-Ad:X-Aw,0
7,1,X-Aw:X-Aw,3857
8,1,X-Ad:X-Ad,0
8,1,X-Ad:X-Aw,0
8,1,X-Aw:X-Aw,3332
9,1,X-Ad:X-Ad,0
9,1,X-Ad:X-Aw,0
9,1,X-Aw:X-Aw,2874
10,1,X-Ad:X-Ad,0
10,1,X-Ad:X-Aw,0
10,1,X-Aw:X-Aw,2461
11,1,X-Ad:X-Ad,0
11,1,X-Ad:X-Aw,0
11,1,X-Aw:X-Aw,2094
12,1,X-Ad:X-Ad,0
12,1,X-Ad:X-Aw,0
12,1,X-Aw:X-Aw,1775
13,1,X-Ad:X-Ad,0
13,1,X-Ad:X-Aw,0
13,1,X-Aw:X-Aw,1462
14,1,X-Ad:X-Ad,0
14,1,X-Ad:X-Aw,0
14,1,X-Aw:X-Aw,1227
15,1,X-Ad:X-Ad,0
15,1,X-Ad:X-Aw,0
15,1,X-Aw:X-Aw,1017
16,1,X-Ad:X-Ad,0
16,1,X-Ad:X-Aw,0
16,1,X-Aw:X-Aw,854
17,1,X-Ad:X-Ad,0
17,1,X-Ad:X-Aw,0
17,1,X-Aw:X-Aw,693
18,1,X-Ad:X-Ad,0
18,1,X-Ad:X-Aw,0
18,1,X-Aw:X-Aw,572
19,1,X-Ad:X-Ad,0
19,1,X-Ad:X-Aw,0
19,1,X-Aw:X-Aw,468
20,1,X-Ad:X-Ad,0
20,1,X-Ad:X-Aw,0
20,1,X-Aw:X-Aw,397
21,1,X-Ad:X-Ad,0
21,1,X-Ad:X-Aw,0
21,1,X-Aw:X-Aw,328
22,1,X-Ad:X-Ad,0
22,1,X-Ad:X-Aw,0
22,1,X-Aw:X-Aw,35734
23,1,X-Ad:X-Ad,0
23,1,X-Ad:X-Aw,0
23,1,X-Aw:X-Aw,65250
24,1,X-Ad:X-Ad,0
24,1,X-Ad:X-Aw,0
24,1,X-Aw:X-Aw,87941
25,1,X-Ad:X-Ad,0
25,1,X-Ad:X-Aw,0
25,1,X-Aw:X-Aw,79936
26,1,X-Ad:X-Ad,0
26,1,X-Ad:X-Aw,0
26,1,X-Aw:X-Aw,74022
27,1,X-Ad:X-Ad,0
27,1,X-Ad:X-Aw,0
27,1,X-Aw:X-Aw,68859
28,1,X-Ad:X-Ad,0
28,1,X-Ad:X-Aw,0
28,1,X-Aw:X-Aw,63950
29,1,X-Ad:X-Ad,0
29,1,X-Ad:X-Aw,0
29,1,X-Aw:X-Aw,58880
30,1,X-Ad:X-Ad,0
30,1,X-Ad:X-Aw,0
